"id","fname","ename","company","bussiness_group","board","name_type","symbol_status","code"
"1017","سبزوا","unknown","سیمان لار سبزوار","سیمان ، آهک و گچ","بازار دوم","خاص","ممنوع - متوقف","51"
"1018","سدبیر","unknown","س . تدبیرگران فارس و خوزستان","سرمایه گذاریها","بازار دوم","خاص","مجاز","52"
"1019","سرچشمه","unknown","سرمایه‌گذاری مس سرچشمه","سرمایه گذاریها","بازار دوم","خاص","مجاز","53"
"1020","شاروم","unknown","پتروشیمی ارومیه","محصولات شیمیایی","بازار دوم","خاص","ممنوع - متوقف","54"
"1021","شاوان","unknown","پالایش نفت لاوان","فراورده‌های نفتی ، کک و سوخت هسته ای","بازار دوم","خاص","مجاز","55"
"1022","شبصیر","unknown","تولیدات پتروشیمی قائد بصیر","محصولات شیمیایی","بازار دوم","خاص","مجاز","56"
"1023","شپاس","unknown","نفت پاسارگاد","فراورده‌های نفتی ، کک و سوخت هسته ای","بازار دوم","خاص","مجاز","57"
"1024","شتوکا","unknown","توکا رنگ فولاد سپاهان","محصولات شیمیایی","بازار دوم","خاص","مجاز","58"
"1025","شراز","unknown","پالایش نفت شیراز","فراورده‌های نفتی ، کک و سوخت هسته ای","بازار دوم","خاص","مجاز","59"
"1026","شرانل","unknown","نفت ایرانول","فراورده‌های نفتی ، کک و سوخت هسته ای","بازار دوم","خاص","مجاز","60"
"1027","شصدف","unknown","صنعتی دوده فام","محصولات شیمیایی","بازار دوم","خاص","مجاز","61"
"1028","شگویا","unknown","پتروشیمی تندگویان","محصولات شیمیایی","بازار دوم","خاص","مجاز","62"
"1029","غپآذر","unknown","شیر پگاه آذربایجان شرقی","محصولات غذایی و آشامیدنی به جز قند و شکر","بازار دوم","خاص","مجاز","63"
"1030","غدیس","unknown","پاکدیس","محصولات غذایی و آشامیدنی به جز قند و شکر","بازار دوم","خاص","مجاز","64"
"1031","غشهداب","unknown","کشت و صنعت شهداب ناب خراسان","محصولات غذایی و آشامیدنی به جز قند و شکر","بازار دوم","خاص","ممنوع - متوقف","65"
"1032","غفارس","unknown","شیر پاستوریزه پگاه فارس","محصولات غذایی و آشامیدنی به جز قند و شکر","بازار دوم","خاص","مجاز","66"
"1033","غگلپا","unknown","شیر پاستوریزه پگاه گلپایگان","محصولات غذایی و آشامیدنی به جز قند و شکر","بازار دوم","خاص","مجاز","67"
"1034","غگلستا","unknown","شیر پاستوریزه پگاه گلستان","محصولات غذایی و آشامیدنی به جز قند و شکر","بازار دوم","خاص","ممنوع - متوقف","68"
"1035","غگیلا","unknown","شیرپاستوریزه پگاه گیلان","محصولات غذایی و آشامیدنی به جز قند و شکر","بازار دوم","خاص","مجاز","69"
"1036","غمینو","unknown","شرکت صنایع غذایی مینو شرق","محصولات غذایی و آشامیدنی به جز قند و شکر","بازار دوم","خاص","مجاز","70"
"1037","غویتا","unknown","ویتانا","محصولات غذایی و آشامیدنی به جز قند و شکر","بازار دوم","خاص","مجاز","71"
"1038","فروی","unknown","ذوب روی اصفهان","فلزات اساسی","بازار دوم","خاص","مجاز","72"
"1039","فزرین","unknown","زرین معدن آسیا","فلزات اساسی","بازار دوم","خاص","مجاز","73"
"1040","قاسم","unknown","قاسم ایران","خرده‌فروشی ، باستثنای وسایل نقلیه موتوری","بازار دوم","عام1","ممنوع - متوقف","74"
"1041","قچار","unknown","فراوردههای غذایی و قند چهارمحال","قند و شکر","بازار دوم","خاص","مجاز","75"
"1043","کپرور","unknown","فرآوری زغال سنگ پروده طبس","استخراج زغال سنگ","بازار دوم","خاص","مجاز","76"
"1044","کتوکا","unknown","تولیدی و خدمات صنایع نسوز توکا","سایر محصولات کانی غیرفلزی","بازار دوم","خاص","مجاز","77"
"1045","کرمان","unknown","س . توسعه و عمران استان کرمان","انبوه‌سازی ، املاک و مستغلات","بازار دوم","عام1","مجاز","78"
"1046","کشرق","unknown","صنعتی و معدنی شمال شرق شاهرود","استخراج زغال سنگ","بازار دوم","خاص","مجاز","79"
"1047","کگهر","unknown","سنگ آهن گهرزمین","استخراج کانه‌های فلزی","بازار دوم","خاص","مجاز","80"
"1048","کلر","unknown","کلر پارس","محصولات شیمیایی","بازار دوم","خاص","مجاز","81"
"1049","کوثر","unknown","بیمه کوثر","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","بازار دوم","عام2","مجاز","82"
"1050","کی¬سی¬بی","unknown","شرکت کی‌سی‌بی","مواد و محصولات دارویی","بازار دوم","خاص","مجاز","83"
"1051","کیمیا","unknown","معدنی کیمیای زنجان گستران","فلزات اساسی","بازار دوم","عام2","مجاز","84"
"1052","گدنا","unknown","تهیه توزیع غذای دنا آفرین فدک","هتل و رستوران","بازار دوم","خاص","مجاز","85"
"1053","گکوثر","unknown","هتل پارسیان کوثر اصفهان","هتل و رستوران","بازار دوم","خاص","مجاز","86"
"1054","مادیرا","unknown","صنایع ماشین‌های اداری ایران","تولید محصولات کامپیوتری الکترونیکی ونوری","بازار دوم","خاص","مجاز","87"
"1055","مارون","unknown","پتروشیمی مارون","محصولات شیمیایی","بازار دوم","خاص","مجاز","88"
"1056","مفاخر","unknown","توسعه فناوری اطلاعات خوارزمی","رایانه و فعالیت‌های وابسته به آن","بازار دوم","عام1","مجاز","89"
"1057","میهن","unknown","بیمه میهن","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","بازار دوم","عام1","مجاز","90"
"1058","نطرین","unknown","عطرین نخ قم","منسوجات","بازار دوم","خاص","مجاز","91"
"1059","نوین","unknown","بیمه نوین","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","بازار دوم","عام1","مجاز","92"
"1060","هجرت","unknown","پخش هجرت","مواد و محصولات دارویی","بازار دوم","عام2","مجاز","93"
"1061","هرمز","unknown","فولاد هرمزگان جنوب","فلزات اساسی","بازار دوم","عام2","مجاز","94"
"1062","وآوا","unknown","سرمایه‌گذاری آوا نوین","سرمایه گذاریها","بازار دوم","خاص","مجاز","95"
"1063","ودی","unknown","بیمه دی","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","بازار دوم","خاص","مجاز","96"
"1064","وکوثر","unknown","شرکت اعتباری کوثر مرکزی","بانکها و موسسات اعتباری","بازار دوم","خاص","ممنوع - متوقف","97"
"1065","وگستر","unknown","گسترش سرمایه‌گذاری ایرانیان","سرمایه گذاریها","بازار دوم","خاص","مجاز","98"
"1066","ولشرق","unknown","لیزینگ ایران و شرق","واسطه‌گری‌های مالی و پولی","بازار دوم","خاص","مجاز","99"
"1067","ومعلم","unknown","بیمه معلم","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","بازار دوم","خاص","مجاز","100"
"1068","وملل","unknown","اعتباری ملل","بانکها و موسسات اعتباری","بازار دوم","خاص","مجاز","101"
"1069","ومهان","unknown","گروه توسعه مالی مهر آیندگان","سرمایه گذاریها","بازار دوم","خاص","مجاز","102"
"1070","آ¬س¬ب","unknown","آ . س . پ","انبوه‌سازی ، املاک و مستغلات","بازرا اول","خاص","مجاز","103"
"1071","اتکای","unknown","بیمه اتکایی ایرانیان","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","بازرا اول","خاص","مجاز","104"
"1072","افرا","unknown","افرانت","رایانه و فعالیت‌های وابسته به آن","بازرا اول","خاص","مجاز","105"
"1073","بالاس","unknown","مهندسی ساختمان تاسیسات راه آهن","پیمانکاری صنعتی","بازرا اول","خاص","مجاز","106"
"1074","بپاس","unknown","بیمه پاسارگاد","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","بازرا اول","خاص","مجاز","107"
"1075","بخاور","unknown","بیمه زندگی خاورمیانه","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","بازرا اول","خاص","مجاز","108"
"1076","بساما","unknown","بیمه سامان","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","بازرا اول","خاص","مجاز","109"
"1077","ثالوند","unknown","سرمایه‌گذاری مسکن الوند","انبوه‌سازی ، املاک و مستغلات","بازرا اول","خاص","مجاز","110"
"1078","ثباغ","unknown","شهر‌سازی و خانه‌سازی باغمیشه","انبوه‌سازی ، املاک و مستغلات","بازرا اول","خاص","مجاز","111"
"1079","ثپردیس","unknown","سرمایه‌گذاری مسکن پردیس","انبوه‌سازی ، املاک و مستغلات","بازرا اول","خاص","مجاز","112"
"1080","ثرود","unknown","سرمایه‌گذاری مسکن زاینده رود","انبوه‌سازی ، املاک و مستغلات","بازرا اول","خاص","مجاز","113"
"1081","ثعمرا","unknown","عمران و توسعه شاهد","انبوه‌سازی ، املاک و مستغلات","بازرا اول","خاص","مجاز","114"
"1082","ثغرب","unknown","شرکت سرمایه‌گذاری مسکن شمالغرب","انبوه‌سازی ، املاک و مستغلات","بازرا اول","خاص","مجاز","115"
"1083","دتولید","unknown","داروسازی تولید دارو","مواد و محصولات دارویی","بازرا اول","خاص","مجاز","116"
"1084","سمگا","unknown","گروه سرمایه‌گذاری میراث فرهنگی","هتل و رستوران","بازرا اول","خاص","مجاز","117"
"1085","شغدیر","unknown","پتروشیمی غدیر","محصولات شیمیایی","بازرا اول","خاص","مجاز","118"
"1086","صبا","unknown","سرمایه‌گذاری صبا تامین","سرمایه گذاریها","بازرا اول","عام2","ممنوع - متوقف","119"
"1087","فرابورس","unknown","فرابورس ایران","فعالیتهای کمکی به نهادهای مالی واسط","بازرا اول","عام1","مجاز","120"
"1088","فولای","unknown","صنایع فولاد آلیاژی یزد","فلزات اساسی","بازرا اول","خاص","مجاز","121"
"1089","کاسپین","unknown","داروسازی کاسپین تامین","مواد و محصولات دارویی","بازرا اول","خاص","مجاز","122"
"1090","کمرجان","unknown","بازرگانی و تولیدی مرجان کار","سایر محصولات کانی غیرفلزی","بازرا اول","خاص","مجاز","123"
"1091","گوهران","unknown","سرمایه‌گذاری توسعه گوهران امید","سرمایه گذاریها","بازرا اول","خاص","مجاز","124"
"1092","میدکو","unknown","هلدینگ صنایع معدنی خاورمیانه","فلزات اساسی","بازرا اول","خاص","مجاز","125"
"1093","وپویا","unknown","سرمایه‌گذاری پویا","سرمایه گذاریها","بازرا اول","خاص","مجاز","126"
"1094","وسبحان","unknown","سرمایه‌گذاری سبحان","سرمایه گذاریها","بازرا اول","خاص","مجاز","127"
