,user,follower
239,SaitoOfficial,1374947154364571649
240,SaitoOfficial,138763232
241,SaitoOfficial,1518779419284090880
242,SaitoOfficial,1162839767719043073
243,SaitoOfficial,1276337049637814273
244,SaitoOfficial,1511526930725580801
245,SaitoOfficial,1139324366410440704
246,SaitoOfficial,1374340417043394563
247,SaitoOfficial,1527459102850535426
248,SaitoOfficial,708635853975851008
249,SaitoOfficial,774837
250,SaitoOfficial,1105142667753578496
251,SaitoOfficial,2728454560
252,SaitoOfficial,1527386896724152328
253,SaitoOfficial,1394176987158040580
254,SaitoOfficial,1509165159004372993
255,SaitoOfficial,1413160303404138500
256,SaitoOfficial,1527273006501965824
257,SaitoOfficial,1519754794399059970
258,SaitoOfficial,65158334
259,SaitoOfficial,1363729452572631043
260,SaitoOfficial,1387083072714252294
261,SaitoOfficial,1524373012426129408
262,SaitoOfficial,1378432989001048068
263,SaitoOfficial,1421865920176087043
264,SaitoOfficial,900296914041753600
265,SaitoOfficial,1098648405818163203
266,SaitoOfficial,1480586675000651776
267,SaitoOfficial,1671122418
268,SaitoOfficial,1117834221962371073
269,SaitoOfficial,1503305564536811522
270,SaitoOfficial,1480646045147316227
271,SaitoOfficial,1447320412292067330
272,SaitoOfficial,1246801392427139072
273,SaitoOfficial,1364651139027800065
274,SaitoOfficial,1527109921501810691
275,SaitoOfficial,996653018463416320
276,SaitoOfficial,1516456386460270594
277,SaitoOfficial,948521697199710210
278,SaitoOfficial,1430256514095190017
279,SaitoOfficial,784174917717753857
280,SaitoOfficial,1403714570678583296
281,SaitoOfficial,1366622900313329666
282,SaitoOfficial,174205537
283,SaitoOfficial,1347384531716812808
284,SaitoOfficial,153243904
285,SaitoOfficial,1526771368108376065
286,SaitoOfficial,50754451
287,SaitoOfficial,1295163073494265856
288,SaitoOfficial,1340071777083551744
289,SaitoOfficial,250026754
290,SaitoOfficial,1425562292574253056
291,SaitoOfficial,1483607400670056452
292,SaitoOfficial,901322388423536640
293,SaitoOfficial,1389324173613453314
294,SaitoOfficial,1466989116143382542
295,SaitoOfficial,73376324
296,SaitoOfficial,1407754421488947201
297,SaitoOfficial,1466699341192925186
298,SaitoOfficial,2378293896
299,SaitoOfficial,1381241275278483458
300,SaitoOfficial,1437245617382756360
301,SaitoOfficial,1279523169783644160
302,SaitoOfficial,1442778188166348800
303,SaitoOfficial,1526066318708973568
304,SaitoOfficial,249779060
305,SaitoOfficial,1376653979388682247
306,SaitoOfficial,1257867777924358144
307,SaitoOfficial,3150878210
308,SaitoOfficial,364741745
309,SaitoOfficial,1442229010642051072
310,SaitoOfficial,1481610680344141829
311,SaitoOfficial,1523816543871774721
312,SaitoOfficial,1396532961567248384
313,SaitoOfficial,1366833480483667970
314,SaitoOfficial,1503339599237632000
315,SaitoOfficial,1033267115309051904
316,SaitoOfficial,987871939124432897
317,SaitoOfficial,47206160
318,SaitoOfficial,1374658480238387206
319,SaitoOfficial,1508388642682814470
320,SaitoOfficial,952525815572520961
321,SaitoOfficial,949144156844171264
322,SaitoOfficial,4602081994
323,SaitoOfficial,1502501631812079617
324,SaitoOfficial,1473739837312221193
325,SaitoOfficial,305254703
326,SaitoOfficial,1498854059339436034
327,SaitoOfficial,1359169058869039108
328,SaitoOfficial,1482621979685703680
329,SaitoOfficial,1526514149680893952
330,SaitoOfficial,1512124502284685313
331,SaitoOfficial,3198799255
332,SaitoOfficial,1520228102462312449
333,SaitoOfficial,3066058644
334,SaitoOfficial,1977856735
335,SaitoOfficial,1435872237697912834
336,SaitoOfficial,74444611
337,SaitoOfficial,3064929112
338,SaitoOfficial,815588208
339,SaitoOfficial,1457294974224007170
340,SaitoOfficial,518185091
341,SaitoOfficial,1155361452376543233
342,SaitoOfficial,1499609310879354881
343,SaitoOfficial,1390943398278823946
344,SaitoOfficial,952207835282264064
345,SaitoOfficial,896650976
346,SaitoOfficial,1420315437909356544
347,SaitoOfficial,4458831
348,SaitoOfficial,1341516573761302530
349,SaitoOfficial,1520733530648727552
350,SaitoOfficial,1522367559659622405
351,SaitoOfficial,1526234694605578242
352,SaitoOfficial,3044025679
353,SaitoOfficial,176000184
354,SaitoOfficial,256313661
355,SaitoOfficial,3016889116
356,SaitoOfficial,1366787801614852100
357,SaitoOfficial,1491016724497539073
358,SaitoOfficial,1309415495054118917
359,SaitoOfficial,808316926913028096
360,SaitoOfficial,1519879747119235072
361,SaitoOfficial,444083351
362,SaitoOfficial,923078388293681152
363,SaitoOfficial,3520064833
364,SaitoOfficial,1291490511912685569
365,SaitoOfficial,1526045995800436741
366,SaitoOfficial,2630715665
367,SaitoOfficial,1407496772092526597
368,SaitoOfficial,1523775756723265540
369,SaitoOfficial,1496465925050146816
370,SaitoOfficial,1525957068171235328
371,SaitoOfficial,1348519475390214144
372,SaitoOfficial,1355809096436334592
373,SaitoOfficial,915241939053666305
374,SaitoOfficial,1401218899132157955
375,SaitoOfficial,2536254907
376,SaitoOfficial,1460919212139061250
377,SaitoOfficial,1351689703725162498
378,SaitoOfficial,565085249
379,SaitoOfficial,1432441520360099844
380,SaitoOfficial,1494229268980973574
381,SaitoOfficial,1027139397093916672
382,SaitoOfficial,1472461417844404227
383,SaitoOfficial,718323147
384,SaitoOfficial,466787134
385,SaitoOfficial,1521682808384720896
386,SaitoOfficial,1433711122171973646
387,SaitoOfficial,1448942429361508353
388,SaitoOfficial,843496048114962433
389,SaitoOfficial,1448899239904530459
390,SaitoOfficial,1488613980578975746
391,SaitoOfficial,1455553348850143242
392,SaitoOfficial,829862354
393,SaitoOfficial,1496828787258175488
394,SaitoOfficial,1357280268663554048
395,SaitoOfficial,728072917150359554
396,SaitoOfficial,1512723611232223235
397,SaitoOfficial,1357939393701568512
398,SaitoOfficial,1475537250456903685
399,SaitoOfficial,1481823397290340354
400,SaitoOfficial,1522194164850753538
401,SaitoOfficial,832193812143423489
402,SaitoOfficial,1410707890411917318
403,SaitoOfficial,37381398
404,SaitoOfficial,1306959562868621313
405,SaitoOfficial,1473625352031330308
406,SaitoOfficial,14656653
407,SaitoOfficial,1157215557789323264
408,SaitoOfficial,1514408641365004290
409,SaitoOfficial,2799100354
410,SaitoOfficial,1085663230507319296
411,SaitoOfficial,1336459623272996865
412,SaitoOfficial,119379449
413,SaitoOfficial,1413233104777584642
414,SaitoOfficial,1523274994092060674
415,SaitoOfficial,49480921
416,SaitoOfficial,2675475944
417,SaitoOfficial,1489000352078782470
418,SaitoOfficial,1404309012573720577
419,SaitoOfficial,33007316
420,SaitoOfficial,1356880472102473729
421,SaitoOfficial,120300517
422,SaitoOfficial,1518997973660622848
423,SaitoOfficial,1511961899423830018
424,SaitoOfficial,1300486692688850949
425,SaitoOfficial,998848531631878144
426,SaitoOfficial,1258786831627362308
427,SaitoOfficial,1457603999621087232
428,SaitoOfficial,1453676268851916803
429,SaitoOfficial,1393052649839284226
430,SaitoOfficial,1475920662053076993
431,SaitoOfficial,1445417047727411201
432,SaitoOfficial,1525098183482781699
433,SaitoOfficial,62478974
434,SaitoOfficial,1450079674483228678
435,SaitoOfficial,1522551530271830016
436,SaitoOfficial,1471482941222100993
437,SaitoOfficial,1402997520750366729
438,SaitoOfficial,602621051
439,SaitoOfficial,1524592395681034240
440,SaitoOfficial,1520051461144514560
441,SaitoOfficial,1418933003888246787
442,SaitoOfficial,1453904886777647109
443,SaitoOfficial,628932623
444,SaitoOfficial,902744744329175042
445,SaitoOfficial,1479938880530882560
446,SaitoOfficial,1459308023193628675
447,SaitoOfficial,1523691675666722816
448,SaitoOfficial,1355936464115265543
449,SaitoOfficial,1559432395
450,SaitoOfficial,1509178426187554823
451,SaitoOfficial,1375812776283754498
452,SaitoOfficial,767238857578471424
453,SaitoOfficial,1466536880401494023
454,SaitoOfficial,1349238279770615808
455,SaitoOfficial,1384508160229183488
456,SaitoOfficial,1506334160079798279
457,SaitoOfficial,1081452786309521408
458,SaitoOfficial,966231666
459,SaitoOfficial,870104314013810688
460,SaitoOfficial,800242133793808384
461,SaitoOfficial,874707522283724800
462,SaitoOfficial,1524486112437313540
463,SaitoOfficial,1076851987
464,SaitoOfficial,1418507751064485888
465,SaitoOfficial,1374712668775272448
466,SaitoOfficial,1393984424459517954
467,SaitoOfficial,1350988107139731457
468,SaitoOfficial,1286767692616044544
469,SaitoOfficial,226547261
470,SaitoOfficial,31807818
471,SaitoOfficial,2940409026
472,SaitoOfficial,1360997992073998353
473,SaitoOfficial,193274238
474,SaitoOfficial,891652146
475,SaitoOfficial,926755201058357248
476,SaitoOfficial,2473093466
477,SaitoOfficial,162794891
478,SaitoOfficial,1390621058286247941
479,SaitoOfficial,827770400
480,SaitoOfficial,1416323447282569217
481,SaitoOfficial,2890316781
482,SaitoOfficial,1296565560520642562
483,SaitoOfficial,1438440395235487749
484,SaitoOfficial,60915640
485,SaitoOfficial,1435157477834768385
486,SaitoOfficial,1491681238901411841
487,SaitoOfficial,1434585123958280192
488,SaitoOfficial,1370358756815613964
489,SaitoOfficial,1519143626214940673
490,SaitoOfficial,1485474520450224128
491,SaitoOfficial,1286934967528824833
492,SaitoOfficial,1471403913232400384
493,SaitoOfficial,1494751146803613704
494,SaitoOfficial,1122440427364409344
495,SaitoOfficial,3123477609
496,SaitoOfficial,1358473445768630275
497,SaitoOfficial,1313841240916586501
498,SaitoOfficial,1481730866258878468
499,SaitoOfficial,804162134791823360
500,SaitoOfficial,176772981
501,SaitoOfficial,1389037897278386176
502,SaitoOfficial,1478057328855289859
503,SaitoOfficial,1009401026049290242
504,SaitoOfficial,1523595819097624579
505,SaitoOfficial,1456578740302061570
506,SaitoOfficial,1463466142295478272
507,SaitoOfficial,1503665253619535872
508,SaitoOfficial,1517411673975500800
509,SaitoOfficial,788830410
510,SaitoOfficial,1477845067385692168
511,SaitoOfficial,1348709783117983744
512,SaitoOfficial,1415590598711549956
513,SaitoOfficial,4589182768
514,SaitoOfficial,271336571
515,SaitoOfficial,1459796898743820296
516,SaitoOfficial,1512155938039472136
517,SaitoOfficial,1362807334599151616
518,SaitoOfficial,1475982736686866432
519,SaitoOfficial,447626911
520,SaitoOfficial,1337406501753765891
521,SaitoOfficial,715189876665155584
522,SaitoOfficial,44340954
523,SaitoOfficial,1361034179488583682
524,SaitoOfficial,1518862786079694849
525,SaitoOfficial,1502533219799154693
526,SaitoOfficial,761007195429404672
527,SaitoOfficial,2818166724
528,SaitoOfficial,1492773026164789248
529,SaitoOfficial,21400866
530,SaitoOfficial,1168724945968328704
531,SaitoOfficial,1471908877113384969
532,SaitoOfficial,331289277
533,SaitoOfficial,75051605
534,SaitoOfficial,705475309550743552
535,SaitoOfficial,1390558041536352260
536,SaitoOfficial,1509988903188541440
537,SaitoOfficial,2199760946
538,SaitoOfficial,945462167058501632
539,SaitoOfficial,1522083855595094017
540,SaitoOfficial,1516570317208145923
541,SaitoOfficial,1507489721651535873
542,SaitoOfficial,1438233987709820928
543,SaitoOfficial,1012167553609883648
544,SaitoOfficial,1316960347425628160
545,SaitoOfficial,1418095996995735555
546,SaitoOfficial,1494801898779688971
547,SaitoOfficial,136826403
548,SaitoOfficial,739018001303937024
549,SaitoOfficial,1258427539292372998
550,SaitoOfficial,217218913
551,SaitoOfficial,1629432589
552,SaitoOfficial,1483636802011475969
553,SaitoOfficial,1428052341144576015
554,SaitoOfficial,1522913190937612289
555,SaitoOfficial,1384431264346767362
556,SaitoOfficial,53909704
557,SaitoOfficial,1001065490159165440
558,SaitoOfficial,1397164737771671559
559,SaitoOfficial,1139835193865494528
560,SaitoOfficial,1439283599958843393
561,SaitoOfficial,1460127797922258948
562,SaitoOfficial,1003655915457871873
563,SaitoOfficial,777799974
564,SaitoOfficial,1858912730
565,SaitoOfficial,956744588982497280
566,SaitoOfficial,1458544636121829389
567,SaitoOfficial,1383063094495088640
568,SaitoOfficial,572577287
569,SaitoOfficial,1279026333222408192
570,SaitoOfficial,3938537626
571,SaitoOfficial,2328848693
572,SaitoOfficial,1445025326141263879
573,SaitoOfficial,1310723281025150977
574,SaitoOfficial,1417186140071743497
575,SaitoOfficial,3355421001
576,SaitoOfficial,1522352789418037251
577,SaitoOfficial,1319273089192972289
578,SaitoOfficial,181696858
579,SaitoOfficial,1467921566109417478
580,SaitoOfficial,1036049517764784129
581,SaitoOfficial,1460247443359113216
582,SaitoOfficial,1498066238655938564
583,SaitoOfficial,802649514
584,SaitoOfficial,1460676360050200576
585,SaitoOfficial,1371094424659238917
586,SaitoOfficial,1512450488268169223
587,SaitoOfficial,1419494062822858752
588,SaitoOfficial,1455172066383208454
589,SaitoOfficial,3688889417
590,SaitoOfficial,1376222336567894017
591,SaitoOfficial,1482937271406182402
592,SaitoOfficial,1452222034361131013
593,SaitoOfficial,1444372409549721606
594,SaitoOfficial,1086824344540504064
595,SaitoOfficial,86893993
596,SaitoOfficial,1346557261
597,SaitoOfficial,1478993957312946178
598,SaitoOfficial,1436642512148439040
599,SaitoOfficial,1300503112541667328
600,SaitoOfficial,1451594486170148866
601,SaitoOfficial,4421582483
602,SaitoOfficial,1479333342898237442
603,SaitoOfficial,550436473
604,SaitoOfficial,1467557519564460039
605,SaitoOfficial,1522168466694111232
606,SaitoOfficial,1522238591354556417
607,SaitoOfficial,1366164535242084353
608,SaitoOfficial,1518701656866799617
609,SaitoOfficial,1407326753702350852
610,SaitoOfficial,2817141807
611,SaitoOfficial,185279520
612,SaitoOfficial,20753190
613,SaitoOfficial,147710765
614,SaitoOfficial,1487395560696995849
615,SaitoOfficial,1477359209821966341
616,SaitoOfficial,835911469137035265
617,SaitoOfficial,727143812317978624
618,SaitoOfficial,1522026602334466048
619,SaitoOfficial,616335552
620,SaitoOfficial,1476132044161830912
621,SaitoOfficial,1510601893013336068
622,SaitoOfficial,1456275954171461634
623,SaitoOfficial,1447304157854146560
624,SaitoOfficial,1494613837567434776
625,SaitoOfficial,2922692396
626,SaitoOfficial,458698135
627,SaitoOfficial,1279188389972054019
628,SaitoOfficial,1053354215744196608
629,SaitoOfficial,1521878497186177024
630,SaitoOfficial,4038234313
631,SaitoOfficial,1521870034498617346
632,SaitoOfficial,1503131300676390917
633,SaitoOfficial,79705444
634,SaitoOfficial,1521829697356713986
635,SaitoOfficial,42395033
636,SaitoOfficial,1128339170
637,SaitoOfficial,1487662575936749569
638,SaitoOfficial,1517192369828999168
639,SaitoOfficial,1368433789592952833
640,SaitoOfficial,1458450787303141392
641,SaitoOfficial,1478909746375643137
642,SaitoOfficial,1516803250707595268
643,SaitoOfficial,1431989885917810701
644,SaitoOfficial,915741210756526080
645,SaitoOfficial,81856784
646,SaitoOfficial,153962453
647,SaitoOfficial,983780071608594433
648,SaitoOfficial,1473141814471405568
649,SaitoOfficial,1489107554466627589
650,SaitoOfficial,1163786817541464066
651,SaitoOfficial,379513866
652,SaitoOfficial,1479092662850531331
653,SaitoOfficial,4408628223
654,SaitoOfficial,1449332423901257730
655,SaitoOfficial,1279198756756492288
656,SaitoOfficial,1520540233569345537
657,SaitoOfficial,1520847322250457092
658,SaitoOfficial,955794569185996801
659,SaitoOfficial,1138332234
660,SaitoOfficial,986128574
661,SaitoOfficial,836132724465360897
662,SaitoOfficial,1472313229540007941
663,SaitoOfficial,569231600
664,SaitoOfficial,1366773841549230080
665,SaitoOfficial,1202991312003387392
666,SaitoOfficial,1469761528949788719
667,SaitoOfficial,335595445
668,SaitoOfficial,749155191602159616
669,SaitoOfficial,1049926566472507392
670,SaitoOfficial,1358263168926060544
671,SaitoOfficial,46903362
672,SaitoOfficial,1429800093348253696
673,SaitoOfficial,803295276110934021
674,SaitoOfficial,1145788436563005442
675,SaitoOfficial,1441289899898900480
676,SaitoOfficial,1462135720374583303
677,SaitoOfficial,949363605773807616
678,SaitoOfficial,1397192868243120128
679,SaitoOfficial,792919399338536960
680,SaitoOfficial,1473667218227486722
681,SaitoOfficial,1346892921358999556
682,SaitoOfficial,415171443
683,SaitoOfficial,925485018562011136
684,SaitoOfficial,557640366
685,SaitoOfficial,1520904080704475137
686,SaitoOfficial,1393990499992805382
687,SaitoOfficial,1379506624415563788
688,SaitoOfficial,441874421
689,SaitoOfficial,1519370929876385795
690,SaitoOfficial,1491883272862846985
691,SaitoOfficial,1095811118755430406
692,SaitoOfficial,1502363664619229185
693,SaitoOfficial,78255059
694,SaitoOfficial,974694672516907008
695,SaitoOfficial,1485665247398612994
696,SaitoOfficial,1499564692506877953
697,SaitoOfficial,1497334342237839362
698,SaitoOfficial,1521098066497085440
699,SaitoOfficial,1467734942788378633
700,SaitoOfficial,929789166946222080
701,SaitoOfficial,1412772099417124865
702,SaitoOfficial,915153571
703,SaitoOfficial,3242290802
704,SaitoOfficial,1282798702327996421
705,SaitoOfficial,1521065669898428417
706,SaitoOfficial,351400091
707,SaitoOfficial,1519842091853283328
708,SaitoOfficial,94751879
709,SaitoOfficial,1470523336820203520
710,SaitoOfficial,1389848395464933377
711,SaitoOfficial,1513051860051312643
712,SaitoOfficial,1463420426382569472
713,SaitoOfficial,950049231296974848
714,SaitoOfficial,102705055
715,SaitoOfficial,1452089122785398784
716,SaitoOfficial,1520797057157529600
717,SaitoOfficial,743458897097297920
718,SaitoOfficial,1421474916105441282
719,SaitoOfficial,1459847003014369282
720,SaitoOfficial,1514019426915561474
721,SaitoOfficial,1469964297644163079
722,SaitoOfficial,1374339396179087360
723,SaitoOfficial,1455898753269997571
724,SaitoOfficial,1362733414688968711
725,SaitoOfficial,1301920537
726,SaitoOfficial,1489597099104780290
727,SaitoOfficial,421912320
728,SaitoOfficial,1421305657018441732
729,SaitoOfficial,763656611349037057
730,SaitoOfficial,1520698068710338560
731,SaitoOfficial,1520685851612745728
732,SaitoOfficial,1480483036395409411
733,SaitoOfficial,2274730792
734,SaitoOfficial,1974137701
735,SaitoOfficial,1499369056767516677
736,SaitoOfficial,1316217974
737,SaitoOfficial,1349322608148443137
738,SaitoOfficial,1520092889950396418
739,SaitoOfficial,1461387327771656198
740,SaitoOfficial,1462498493562503170
741,SaitoOfficial,1436809852630667267
742,SaitoOfficial,3999416721
743,SaitoOfficial,1480052544437170176
744,SaitoOfficial,1433224626
745,SaitoOfficial,1512103195782397952
746,SaitoOfficial,1520187219901878276
747,SaitoOfficial,1507356629448146946
748,SaitoOfficial,1513925421653532673
749,SaitoOfficial,1517063534743638017
750,SaitoOfficial,1054795692340740096
751,SaitoOfficial,718060052
752,SaitoOfficial,1264942053114470401
753,SaitoOfficial,1379547332698644486
754,SaitoOfficial,532317669
755,SaitoOfficial,1473094393468968962
756,SaitoOfficial,1387146543828975616
757,SaitoOfficial,1362268667052920834
758,SaitoOfficial,1498290213587603456
759,SaitoOfficial,3111153837
760,SaitoOfficial,3495566181
761,SaitoOfficial,541309421
762,SaitoOfficial,1452616877193064448
763,SaitoOfficial,1350368940380344320
764,SaitoOfficial,1864672741
765,SaitoOfficial,1417122217075249152
766,SaitoOfficial,1403390642592571397
767,SaitoOfficial,1471891042551189505
768,SaitoOfficial,769283178775343104
769,SaitoOfficial,1210089838206214145
770,SaitoOfficial,953967605202735105
771,SaitoOfficial,1144524085843517441
772,SaitoOfficial,1520083429664051200
773,SaitoOfficial,1520137438584262658
774,SaitoOfficial,1117479008
775,SaitoOfficial,1509478717642399750
776,SaitoOfficial,1496606041743712265
777,SaitoOfficial,847110794072354816
